SalePrice,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,TotalArea,AreaPerRoom,GarageCars
146000,6,1978,855,1456,2311,208.0,2
224000,6,1954,1296,1640,2936,234.28571428571428,2
129000,5,1968,894,894,1788,178.8,2
108959,4,1969,1198,1258,2456,209.66666666666666,2
194000,5,1978,1360,1432,2792,286.4,2
233170,7,2009,1502,1502,3004,214.57142857142858,2
245350,8,2008,1694,1694,3388,242.0,3
173000,6,2000,959,1671,2630,238.71428571428572,2
235000,6,1935,1127,2108,3235,301.14285714285717,2
625000,10,1995,1930,3627,5557,362.7,3
171000,6,1977,1096,1118,2214,186.33333333333334,1
163000,6,1958,1261,1261,2522,210.16666666666666,2
171900,7,2006,625,1250,1875,250.0,2
200500,5,1946,1598,3086,4684,257.1666666666667,0
239000,6,1932,952,2345,3297,260.55555555555554,2
285000,8,1992,1683,2872,4555,319.1111111111111,2
119500,5,1984,876,923,1799,184.6,1
115000,6,1926,818,1224,2042,244.8,1
154900,5,1921,731,1343,2074,191.85714285714286,1
93000,5,1954,0,1124,1124,224.8,0
250000,7,1990,1216,2514,3730,314.25,2
392500,8,2008,1600,1652,3252,330.4,2
745000,10,1996,2396,4476,6872,447.6,3
120000,5,1920,1120,1130,2250,226.0,2
186700,5,1963,1572,1572,3144,314.4,3
104900,5,1924,784,1221,2005,174.42857142857142,1
95000,3,1900,978,1699,2677,242.71428571428572,2
262000,8,1994,1624,1624,3248,324.8,3
195000,7,2002,831,1660,2491,237.14285714285714,2
189000,7,1999,994,1804,2798,257.7142857142857,2
168000,4,1961,1249,1622,2871,231.71428571428572,4
174000,8,1999,776,1441,2217,288.2,2
125000,5,1925,702,1472,2174,245.33333333333334,1
165000,6,1999,1224,1224,2448,244.8,2
158000,6,1969,663,1352,2015,193.14285714285714,1
176000,6,2005,728,1456,2184,182.0,2
219210,7,2006,879,1863,2742,207.0,3
144000,7,1916,815,1690,2505,241.42857142857142,1
178000,7,2001,1212,1212,2424,202.0,2
148000,4,1963,1051,1382,2433,230.33333333333334,2
116050,4,1970,864,864,1728,172.8,1
197900,7,1998,866,1779,2645,296.5,2
117000,5,1925,884,1348,2232,269.6,1
213000,7,2000,1630,1630,3260,271.6666666666667,2
153500,5,1975,1056,1074,2130,179.0,2
271900,7,1990,2158,2196,4354,313.7142857142857,3
107000,4,1966,1056,1056,2112,211.2,1
200000,6,2003,1682,1700,3382,242.85714285714286,2
140000,5,1962,931,1283,2214,213.83333333333334,2
290000,8,2006,1660,1660,3320,207.5,2
189000,6,1992,1055,1845,2900,230.625,2
164000,8,1988,559,1752,2311,219.0,2
113000,4,1941,672,672,1344,168.0,1
145000,4,1965,648,960,1608,320.0,1
134500,5,1962,925,999,1924,166.5,1
125000,5,1966,894,894,1788,178.8,1
112000,6,1978,0,1902,1902,237.75,2
229456,8,2009,1300,1314,2614,219.0,2
80500,4,1947,0,912,912,304.0,0
91500,6,1971,672,1218,1890,174.0,0
115000,5,1964,912,912,1824,182.4,1
134000,5,1968,952,1211,2163,242.2,1
143000,6,1949,1040,1846,2886,263.7142857142857,1
137900,5,1951,2136,2136,4272,305.14285714285717,2
184000,7,2004,788,1490,2278,186.25,2
145000,6,1958,588,1138,1726,189.66666666666666,1
214000,6,2007,894,1933,2827,214.77777777777777,3
147000,5,1965,912,912,1824,182.4,2
367294,9,2008,1702,1702,3404,243.14285714285714,3
127000,5,1960,1075,1507,2582,215.28571428571428,1
190000,5,1977,1361,2620,3981,218.33333333333334,2
132500,5,1962,1106,1190,2296,198.33333333333334,2
101800,4,1962,0,1224,1224,204.0,2
142000,5,1959,1188,1188,2376,198.0,2
130000,5,1911,940,1964,2904,280.57142857142856,0
138887,5,1914,747,1784,2531,198.22222222222223,1
175500,7,2003,764,1626,2390,271.0,2
195000,7,2004,847,1948,2795,243.5,2
142500,6,2005,1141,1141,2282,190.16666666666666,2
265900,8,2006,1476,1484,2960,247.33333333333334,2
224900,7,2003,884,1768,2652,221.0,2
248328,7,2007,1689,1689,3378,241.28571428571428,3
170000,7,1974,1053,1173,2226,195.5,2
465000,10,2006,2076,2076,4152,296.57142857142856,3
230000,8,1929,792,1517,2309,216.71428571428572,2
178000,6,1984,585,1868,2453,266.85714285714283,2
186500,7,2005,756,1553,2309,258.8333333333333,2
169900,6,1976,1012,1034,2046,172.33333333333334,3
129500,6,1917,735,2058,2793,257.25,2
119000,5,1950,876,988,1864,164.66666666666666,1
244000,7,1968,2110,2110,4220,263.75,2
171750,7,2003,1405,1405,2810,234.16666666666666,2
130000,5,1968,864,874,1738,174.8,1
294000,7,1974,1192,2167,3359,240.77777777777777,2
165400,7,2003,746,1656,2402,236.57142857142858,2
127500,6,1931,884,1367,2251,227.83333333333334,1
301500,8,1994,1986,1987,3973,283.85714285714283,2
99900,5,1922,864,864,1728,216.0,0
190000,7,2005,856,1166,2022,233.2,2
151000,6,1969,1054,1054,2108,175.66666666666666,2
181000,6,1999,841,1675,2516,239.28571428571428,2
128900,5,1956,1050,1050,2100,210.0,1
161500,4,1957,1104,1788,2892,223.5,1
180500,6,1919,764,1824,2588,228.0,2
181000,6,1998,1405,1337,2742,267.4,2
183900,7,1999,691,1452,2143,242.0,2
122000,7,1910,925,1889,2814,209.88888888888889,1
378500,9,2008,2002,2018,4020,201.8,3
381000,8,1935,728,3447,4175,313.3636363636364,3
144000,5,1958,874,1524,2398,217.71428571428572,1
260000,7,1979,1332,1524,2856,381.0,2
185750,6,1968,1489,1489,2978,212.71428571428572,2
137000,5,1965,935,935,1870,187.0,1
177000,6,1959,1019,1357,2376,271.4,1
139000,5,1910,661,1250,1911,156.25,2
137000,5,1948,928,1920,2848,192.0,2
162000,6,1972,723,1395,2118,232.5,2
197900,6,1967,1680,1724,3404,246.28571428571428,2
237000,8,2002,1128,2031,3159,290.14285714285717,2
68400,4,1920,698,1128,1826,188.0,2
227000,7,2002,1573,1573,3146,262.1666666666667,2
180000,7,1990,1309,1339,2648,223.16666666666666,2
150500,5,1977,1040,1040,2080,208.0,2
139000,6,1971,912,1824,2736,228.0,0
169000,6,1919,804,2447,3251,244.7,1
132500,6,1939,780,1412,2192,235.33333333333334,1
143000,6,1963,1328,1328,2656,221.33333333333334,2
190000,5,1964,1624,1582,3206,226.0,2
278000,8,2000,1501,1659,3160,331.8,2
281000,8,2006,1085,1970,3055,246.25,3
180500,5,1964,1152,1152,2304,192.0,2
119500,5,1972,630,1302,1932,217.0,1
107500,5,1892,994,2372,3366,215.63636363636363,1
162900,7,1976,832,1664,2496,208.0,2
115000,5,1955,864,864,1728,172.8,2
138500,5,1968,1052,1052,2104,210.4,1
155000,5,1963,1120,1128,2248,188.0,2
140000,6,2005,547,1072,1619,214.4,2
160000,10,2008,6110,5642,11752,470.1666666666667,2
154000,5,1959,1246,1246,2492,207.66666666666666,1
225000,7,1999,978,1983,2961,220.33333333333334,2
177500,6,1942,771,1494,2265,213.42857142857142,1
290000,8,1994,1165,2526,3691,315.75,3
232000,7,2005,1616,1616,3232,230.85714285714286,3
130000,7,2004,976,1708,2684,244.0,2
325000,9,2006,1652,1652,3304,275.3333333333333,2
202500,7,2005,1368,1368,2736,228.0,2
138000,5,1994,990,990,1980,198.0,2
147000,5,1948,924,1122,2046,187.0,2
179200,6,1991,1278,1294,2572,215.66666666666666,2
335000,7,1959,1902,1902,3804,271.7142857142857,2
203000,7,2005,1274,1274,2548,212.33333333333334,2
302000,8,1990,1453,2810,4263,312.22222222222223,2
333168,9,1999,1393,2599,3992,259.9,3
119000,4,1954,948,948,1896,189.6,1
206900,6,1969,952,2112,3064,234.66666666666666,2
295493,8,2008,1622,1630,3252,203.75,3
208900,7,2006,1352,1352,2704,270.4,2
275000,8,2001,1753,1787,3540,255.28571428571428,3
111000,4,1954,864,948,1812,189.6,1
156500,6,1957,1478,1478,2956,246.33333333333334,2
72500,3,1949,0,720,720,180.0,1
190000,7,1992,750,1923,2673,240.375,2
82500,4,1940,420,708,1128,141.6,0
147000,8,2006,1795,1795,3590,256.42857142857144,3
55000,4,1922,796,796,1592,159.2,0
79000,3,1931,544,774,1318,129.0,0
130500,5,1982,816,816,1632,163.2,1
256000,6,1920,1510,2792,4302,349.0,2
176500,7,1998,935,1632,2567,204.0,2
227000,8,2006,1588,1588,3176,226.85714285714286,3
132500,5,1976,911,954,1865,159.0,2
100000,4,1938,816,816,1632,272.0,1
125500,5,1938,803,1360,2163,226.66666666666666,1
125000,5,1970,765,1365,2130,195.0,2
167900,6,1977,1350,1334,2684,222.33333333333334,2
135000,5,1973,1656,1656,3312,207.0,2
52500,4,1941,693,693,1386,173.25,0
200000,7,2002,916,1861,2777,232.625,2
128500,5,1972,864,864,1728,172.8,1
123000,4,1971,858,872,1730,174.4,4
155000,6,2003,1114,1114,2228,185.66666666666666,2
228500,8,2002,1284,2169,3453,309.85714285714283,2
177000,6,1928,896,1913,2809,212.55555555555554,2
155835,7,2006,728,1456,2184,182.0,2
108500,4,1920,960,960,1920,192.0,1
262500,7,1968,1568,2156,3724,239.55555555555554,2
283463,8,2006,1732,1776,3508,253.71428571428572,3
215000,7,1998,1482,1494,2976,298.8,2
122000,8,1872,684,2358,3042,294.75,0
200000,5,1969,1248,2634,3882,219.5,4
171000,6,1962,858,1716,2574,214.5,2
134900,6,1937,698,1176,1874,294.0,2
410000,8,1995,2033,3238,5271,359.77777777777777,3
235000,7,2000,992,1865,2857,266.42857142857144,3
170000,7,1968,570,1920,2490,240.0,2
110000,5,1966,864,892,1756,178.4,1
149900,5,1971,1078,1078,2156,179.66666666666666,2
177500,6,2000,756,1573,2329,314.6,2
315000,9,2004,1980,1980,3960,247.5,3
189000,5,1921,612,2601,3213,325.125,2
260000,7,2005,1530,1530,3060,218.57142857142858,2
104900,4,1920,715,1738,2453,248.28571428571428,1
156932,6,2006,616,1412,2028,235.33333333333334,2
144152,7,2005,600,1200,1800,300.0,2
216000,7,2000,814,1674,2488,239.14285714285714,2
193000,7,1999,873,1790,2663,255.71428571428572,2
127000,5,1977,757,1475,2232,245.83333333333334,1
144000,6,2003,848,848,1696,212.0,2
232000,8,2003,1657,1668,3325,208.5,2
105000,4,1920,840,1374,2214,229.0,1
165500,6,1955,992,1661,2653,207.625,1
274300,7,1998,1108,2097,3205,262.125,2
466500,10,2001,2633,2633,5266,329.125,3
250000,7,2005,1026,1958,2984,217.55555555555554,3
239000,8,2007,1571,1571,3142,224.42857142857142,3
91000,6,1930,768,790,1558,197.5,1
117000,5,1941,984,1604,2588,267.3333333333333,2
83000,6,1973,483,987,1470,197.4,1
167500,5,2006,384,1394,1778,199.14285714285714,2
58500,3,1914,864,864,1728,172.8,1
237500,6,1970,1205,2117,3322,302.42857142857144,2
157000,7,1920,596,1762,2358,220.25,2
112000,5,1918,816,1416,2232,202.28571428571428,2
105000,6,1939,560,1258,1818,209.66666666666666,1
125500,4,1922,796,1154,1950,164.85714285714286,1
250000,7,1978,1392,2784,4176,232.0,2
136000,6,1916,714,2526,3240,252.6,1
377500,9,2006,1746,1746,3492,249.42857142857142,3
131000,6,1941,735,1218,1953,203.0,2
235000,7,2000,1525,1525,3050,254.16666666666666,2
124000,5,1967,1584,1584,3168,198.0,3
123000,5,1967,864,900,1764,150.0,1
163000,6,1905,482,1912,2394,273.14285714285717,2
246578,7,2006,1356,1500,2856,250.0,3
281213,8,2005,1094,2482,3576,275.77777777777777,3
160000,5,1948,747,1687,2434,241.0,2
137500,5,1920,939,1513,2452,189.125,1
138000,5,1950,1208,1904,3112,272.0,1
137450,6,1925,976,1608,2584,229.71428571428572,1
120000,6,1929,862,1158,2020,231.6,1
193000,6,2004,839,1593,2432,199.125,2
193879,7,2006,1286,1294,2580,215.66666666666666,2
282922,8,2007,1485,1464,2949,244.0,3
105000,3,1915,672,1214,1886,202.33333333333334,3
275000,8,2004,1594,1646,3240,329.2,2
133000,5,1972,768,768,1536,153.6,2
112000,5,1985,833,833,1666,166.6,0
125500,4,1910,622,1363,1985,227.16666666666666,2
215000,7,1986,791,2093,2884,299.0,2
230000,7,2001,944,1840,2784,306.6666666666667,2
140000,6,1950,856,1668,2524,278.0,1
90000,4,1949,0,1040,1040,173.33333333333334,2
257000,8,2005,1844,1844,3688,263.42857142857144,2
207000,6,1923,833,1848,2681,231.0,2
175900,7,2007,1386,1569,2955,224.14285714285714,3
122500,4,1885,777,2290,3067,208.1818181818182,2
340000,8,1998,1284,2450,3734,350.0,3
124000,5,1963,1144,1144,2288,190.66666666666666,1
223000,6,1969,1844,1844,3688,263.42857142857144,2
179900,6,1968,708,1416,2124,202.28571428571428,2
127500,6,1977,1069,1069,2138,267.25,2
136500,6,2003,848,848,1696,282.6666666666667,2
274970,6,1966,697,2201,2898,275.125,2
144000,5,1958,1024,1344,2368,224.0,1
142000,6,1959,1252,1252,2504,178.85714285714286,2
271000,7,1994,1223,2127,3350,425.4,2
140000,5,1945,913,1558,2471,259.6666666666667,1
119000,5,1940,788,804,1592,201.0,1
182900,6,1981,1440,1440,2880,205.71428571428572,2
192140,5,2005,732,1838,2570,262.57142857142856,2
143750,6,1976,958,958,1916,191.6,2
64500,4,1927,656,968,1624,193.6,1
186500,6,2000,936,1792,2728,224.0,2
160000,5,1977,1126,1126,2252,225.2,2
174000,6,1962,1319,1537,2856,219.57142857142858,2
120500,4,1971,864,864,1728,172.8,2
394617,8,2008,1932,1932,3864,276.0,3
149700,6,1957,912,1236,2148,206.0,2
197000,7,1979,539,1725,2264,287.5,2
191000,6,1922,588,2555,3143,232.27272727272728,2
149300,6,2004,848,848,1696,282.6666666666667,2
310000,10,2008,1017,2007,3024,200.7,3
121000,6,1916,952,952,1904,238.0,1
179600,7,2004,1422,1422,2844,203.14285714285714,2
129000,6,1966,814,913,1727,152.16666666666666,1
157900,5,1962,1188,1188,2376,198.0,1
240000,8,1995,1220,2090,3310,261.25,2
112000,4,1910,560,1346,1906,224.33333333333334,1
92000,5,1970,630,630,1260,210.0,0
136000,5,1974,896,1792,2688,224.0,0
287090,8,2008,1573,1578,3151,225.42857142857142,3
145000,5,2005,547,1072,1619,214.4,2
84500,5,2006,1140,1140,2280,190.0,0
185000,7,2004,1221,1221,2442,203.5,2
175000,6,1999,953,1647,2600,235.28571428571428,2
210000,6,1978,1542,2073,3615,296.14285714285717,2
266500,7,1941,1152,2340,3492,260.0,1
142125,5,1950,1078,1078,2156,215.6,1
147500,5,1965,1256,1256,2512,209.33333333333334,1
